Time,PBattery,PBaseline,PPv,SOC_opt,price
"2012-07-11 00:00:00",25.370152364416,463.002566679267,-0,0.664373615722446,0.2139
"2012-07-11 00:15:00",25.3399301072751,465.06656052275,-0,0.668980118894076,0.2139
"2012-07-11 00:30:00",25.3099501298177,486.06856052322,-0,0.673572458023039,0.2139
"2012-07-11 00:45:00",25.2803763191087,481.26882718945,-0,0.678150544112062,0.2139
"2012-07-11 01:00:00",25.2510407366399,484.701526189466,-0,0.682714312684444,0.2139
"2012-07-11 01:15:00",25.2219717379286,476.508309022807,-0,0.687263662113056,0.2139
"2012-07-11 01:30:00",25.1933087576748,469.933826849387,-0,0.6917984898613,0.2139
"2012-07-11 01:45:00",25.1648259197884,443.394883964854,-0,0.6963187125743,0.2139
"2012-07-11 02:00:00",25.1367338051086,443.69854136586,-0,0.700824198765349,0.2139
"2012-07-11 02:15:00",25.1088344411056,453.287341366362,-0,0.70531484867961,0.2139
"2012-07-11 02:30:00",25.0812018761866,420.141956533485,-0,0.709790519280038,0.2139
"2012-07-11 02:45:00",25.0538866444391,444.272723200761,-0,0.714251073789143,0.2139
"2012-07-11 03:00:00",25.0267803578745,449.127472701385,-0,0.71869637699967,0.2139
"2012-07-11 03:15:00",25.0000106836495,438.276906035185,-0,0.723126266220482,0.2139
"2012-07-11 03:30:00",24.9734977632144,435.250022203254,-0,0.727540593694875,0.2139
"2012-07-11 03:45:00",24.9472107133942,436.489587870784,-0,0.731939188776049,0.2139
"2012-07-11 04:00:00",24.9211995889184,432.067087872187,-0,0.736321866564298,0.2139
"2012-07-11 04:15:00",24.8954432845159,414.526354539874,-0,0.740688442075495,0.2139
"2012-07-11 04:30:00",24.8699776803768,407.00432879205,-0,0.745038717121314,0.2139
"2012-07-11 04:45:00",24.8447225953037,393.734728794558,-0,0.749372490086499,0.2139
"2012-07-11 05:00:00",24.8198377119224,375.369195457662,-0,0.7536895349662,0.2139
"2012-07-11 05:15:00",24.7951790650739,368.590727803202,-0,0.757989643367036,0.2139
"2012-07-11 05:30:00",24.7707082403584,371.858478309575,-0,0.7622725704101,0.2139
"2012-07-11 05:45:00",24.7465215499339,384.596927821182,-1.2041666667375,0.766538053138071,0.2139
"2012-07-11 06:00:00",24.7226434310306,385.231991722874,-4.986666667375,0.77078583361167,0.2139
"2012-07-11 06:15:00",24.6989009245689,382.023599442537,-13.245833332625,0.775015645669722,0.2139
"2012-07-11 06:30:00",24.6756615992395,388.028659342971,-11.290833332625,0.779227180251155,0.2139
"2012-07-11 06:45:00",24.652443282932,396.224302139408,-8.33,0.78342017839332,0.2139
"2012-07-11 07:00:00",24.6296732721276,397.413355695289,-20.881666667375,0.787594283880579,0.2139
"2012-07-11 07:15:00",24.6069758896197,379.990811843464,-32.03083332625,0.791749199445955,0.2139
"2012-07-11 07:30:00",24.5847159730151,389.60067166553,-43.44916667375,0.795884548271232,0.2139
"2012-07-11 07:45:00",-89.9842408095749,372.172221291849,-19.21,0.799999999931492,0.2139
"2012-07-11 08:00:00",-90.1950793939438,369.776245925294,-29.155,0.785683736565696,0.9297
"2012-07-11 08:15:00",-90.406139333488,376.111583621284,-60.33583332625,0.771226918035528,0.9297
"2012-07-11 08:30:00",-90.616733217094,380.051113964547,-58.76333332625,0.756647785820829,0.9297
"2012-07-11 08:45:00",-90.8262409877795,380.368519240132,-86.96916667375,0.741962274877605,0.9297
"2012-07-11 09:00:00",-91.0342447218501,403.852403738618,-101.39083332625,0.72718434680181,0.9297
"2012-07-11 09:15:00",-91.240511186277,396.587402113683,-108.06333332625,0.712326249038709,0.9297
"2012-07-11 09:30:00",-91.4446273966722,381.228419424336,-123.3775,0.697398731836406,0.9297
"2012-07-11 09:45:00",-91.6466001108293,394.342342325602,-131.3675,0.682411283617696,0.9297
"2012-07-11 10:00:00",-91.8459667493526,388.23889931424,-149.5575,0.667372242583882,0.9297
"2012-07-11 10:15:00",-92.0428117360174,409.221464977007,-139.04140625,0.652289018283636,0.9297
"2012-07-11 10:30:00",-92.2369212670071,419.737954703578,-148.2825,0.637168135151079,0.9297
"2012-07-11 10:45:00",-92.4284887756779,416.523812903256,-122.76833332625,0.622015386842606,0.9297
"2012-07-11 11:00:00",-92.6172333377895,425.135904617929,-174.06111110875,0.606835867436235,0.9297
"2012-07-11 11:15:00",-92.8034207154557,441.112885698805,-141.75166667375,0.59163412335875,0.9297
"2012-07-11 11:30:00",-92.9869337391464,455.284742212583,-116.60583332625,0.576414139515851,0.9297
"2012-07-11 11:45:00",-20.719071060009,442.550847889964,-138.6775,0.561179456544956,0.9297
"2012-07-11 12:00:00",-20.7361475534485,450.958171465343,-138.35166667375,0.557514310635373,0.5318
"2012-07-11 12:15:00",-20.753375792039,451.476686056616,-49.86666667375,0.55384487532248,0.5318
"2012-07-11 12:30:00",-20.7705440595505,469.642580713164,-132.57166667375,0.550171158691081,0.5318
"2012-07-11 12:45:00",-20.7878476733975,473.917666665112,-199.1975,0.546493204394428,0.5318
"2012-07-11 13:00:00",-20.8051236604405,492.793501228854,-95.37,0.542811021446716,0.5318
"2012-07-11 13:15:00",-20.8224804533912,487.772841889252,-145.35,0.539124646061403,0.5318
"2012-07-11 13:30:00",-20.8397925184025,484.398462579304,-197.2,0.535434094837705,0.5318
"2012-07-11 13:45:00",-20.8572482405598,486.02686333638,-192.66666667375,0.531739405153261,0.5318
"2012-07-11 14:00:00",-20.8747634802672,431.537142949816,-174.74583332625,0.528040581002,0.5318
"2012-07-11 14:15:00",-20.8922068015995,423.475471494728,-121.465,0.524337640039776,0.5318
