Time,PBattery,PBaseline,PPv,SOC_opt,price
"2012-07-11 14:30:00",-20.9097216688442,461.833695687595,-152.92916667375,0.520630621769939,0.5318
"2012-07-11 14:45:00",-20.9272518716163,481.181470533779,-128.50583332625,0.516919540110601,0.5318
"2012-07-11 15:00:00",-20.9448639762371,480.685070696098,-155.74833332625,0.513204417869082,0.5318
"2012-07-11 15:15:00",-20.9625596329335,468.945495175126,-105.85333332625,0.509485265564165,0.5318
"2012-07-11 15:30:00",-20.9801866608779,467.251111595736,-116.4075,0.50576209264226,0.5318
"2012-07-11 15:45:00",-20.9979794461597,474.763317812856,-87.28083332625,0.502034934043339,0.5318
"2012-07-11 16:00:00",-21.0157445519125,457.535477927827,-151.18666667375,0.49830378349265,0.5318
"2012-07-11 16:15:00",-21.0335483495535,462.357908982803,-95.90833332625,0.494568667349637,0.5318
"2012-07-11 16:30:00",-21.0513832196217,473.961669407031,-89.23583332625,0.490829599781437,0.5318
"2012-07-11 16:45:00",-94.7543001500827,486.229234280106,-83.10166667375,0.487086595542123,0.5318
"2012-07-11 17:00:00",-94.9202970221677,485.879812132077,-37.32916667375,0.47170935227037,0.9297
"2012-07-11 17:15:00",-95.0844108177553,479.300467720428,-109.29583332625,0.456333194726628,0.9297
"2012-07-11 17:30:00",-95.2462787132512,478.85206037946,-98.5575,0.440959267621448,0.9297
"2012-07-11 17:45:00",-95.4063514002368,494.518901948108,-62.0075,0.425588581662798,0.9297
"2012-07-11 18:00:00",-95.5646152868898,475.385562651339,-84.72109375,0.410221912250677,0.9297
"2012-07-11 18:15:00",-95.7211002767919,468.670768802747,-68.56666667375,0.394859880424201,0.9297
"2012-07-11 18:30:00",-95.8761256356177,466.336047030509,-64.8975,0.379502958652884,0.9297
"2012-07-11 18:45:00",-96.02970986844,480.013248672958,-19.946666667375,0.364151440672954,0.9297
"2012-07-11 19:00:00",-96.1819485749092,449.152978600787,-8.981666667375,0.348805493518732,0.9297
"2012-07-11 19:15:00",-96.3330110125045,451.143050639192,-4.505,0.333465154639033,0.9297
"2012-07-11 19:30:00",-96.483151789998,447.362454718726,-2.620833332625,0.318130328655969,0.9297
"2012-07-11 19:45:00",-96.6322977151555,436.075341441802,-1.2891666667375,0.302800781763696,0.9297
"2012-07-11 20:00:00",-96.7805933376548,419.199212754223,-0.8925,0.287476192249716,0.9297
"2012-07-11 20:15:00",-96.9282394831583,438.166996218606,-2.309166667375,0.272156124498123,0.9297
"2012-07-11 20:30:00",-97.0754559480412,432.406401334942,-0.2975,0.256840024941535,0.9297
"2012-07-11 20:45:00",-19.031904083466,430.312830288466,-0,0.241527222540925,0.9297
"2012-07-11 21:00:00",-19.0505237402482,433.150268442961,-0,0.238089230744481,0.5318
"2012-07-11 21:15:00",-19.0690534568245,419.687658501534,-0,0.23464722781678,0.5318
"2012-07-11 21:30:00",-19.0878565331078,415.489874507602,-0,0.231201215581899,0.5318
"2012-07-11 21:45:00",-19.1068082683115,406.981083613024,-0,0.227751132504451,0.5318
"2012-07-11 22:00:00",-19.1257089320522,421.079688368479,-0,0.224296938244105,0.5318
"2012-07-11 22:15:00",-19.1448025389947,411.258110487668,-0,0.220838626651565,0.5318
"2012-07-11 22:30:00",-19.1639460403723,430.715911228241,-0,0.217376148878021,0.5318
"2012-07-11 22:45:00",-19.1833114320096,419.632953867169,-0,0.213909480429515,0.5318
"2012-07-11 23:00:00",-19.2027980842631,427.704404601274,-0,0.210438566579477,0.5318
"2012-07-11 23:15:00",-19.2221784821859,442.009565914078,-0,0.206963369591486,0.5318
"2012-07-11 23:30:00",-19.2422069074095,432.415308140889,-0,0.203483890697038,0.5318
"2012-07-11 23:45:00",-19.2422069074095,375.202639745928,-0,0.200000000007016,0.5318
