Timestamp,Opt_load,Base_load,Opt_price,Base_price,Price,SOC,Pbattery,Ppv,Time
2022-07-02 00:00:00,404.41483422295147,403.9874796517315,11.903950645352577,11.84680649507153,0.11774,0.501425978204982,1.94136742928648,0.0,2022-07-02 00:00:00
2022-07-02 00:15:00,477.6285760098902,476.6411666399503,14.058997134851118,14.001859499109298,0.11774,0.502851667932149,1.94114610979519,0.0,2022-07-02 00:15:00
2022-07-02 00:30:00,508.930656946478,507.9125070962996,14.98037388721958,14.923241728995528,0.11774,0.50427691241874,1.94096002120105,0.0,2022-07-02 00:30:00
2022-07-02 00:45:00,496.73614853703714,495.73434216004523,14.621428532187688,14.564301827932779,0.11774,0.505701736493528,1.94077473262812,0.0,2022-07-02 00:45:00
2022-07-02 01:00:00,491.25454464079104,490.27328104005323,14.460077521501685,14.40295657540469,0.11774,0.507126139605845,1.94057910980106,0.0,2022-07-02 01:00:00
2022-07-02 01:15:00,505.1620233378141,503.91176335794086,14.869444156948559,14.812329514764752,0.11774,0.508550112993986,1.9403649459421,0.0,2022-07-02 01:15:00
2022-07-02 01:30:00,499.91795897590754,498.4387827384542,14.715085122455838,14.657975947118802,0.11774,0.509973641847375,1.94017921987549,0.0,2022-07-02 01:30:00
2022-07-02 01:45:00,507.4108887289164,509.0959597840974,14.935639509735655,14.878535741016213,0.11774,0.511396745902573,1.93999553998439,0.0,2022-07-02 01:45:00
2022-07-02 02:00:00,450.5143072462376,448.58448772667464,13.260888633793003,13.20379112350502,0.11774,0.512819425453366,1.93978292128361,0.0,2022-07-02 02:00:00
2022-07-02 02:15:00,452.8399923079147,450.88319051991664,13.32934517358347,13.272253378092227,0.11774,0.514241657994097,1.93958877157271,0.0,2022-07-02 02:15:00
2022-07-02 02:30:00,430.5467947095829,428.5878094978495,12.673144902276572,12.616059857998897,0.11774,0.515663455865575,1.93935941150589,0.0,2022-07-02 02:30:00
2022-07-02 02:45:00,424.0386196606363,422.0796291940489,12.481576769710829,12.424497755516441,0.11774,0.517084791930946,1.93915455051425,0.0,2022-07-02 02:45:00
2022-07-02 03:00:00,444.50726189697355,442.86101065664235,13.084071253937417,13.026999754333067,0.11774,0.518505682926852,1.93889925613552,0.0,2022-07-02 03:00:00
